State_name	Name	State_name-Name	Rainfall (inches)	RainDays	Runoff	Station Name	Ptrecipitation Correction Factor	No. of Rain Days Correction Factor	Rmean	Kmean	LSavg	Cavg	Pavg
California	Lassen	California-Lassen	19.27	65.3	3.264	MN INT FALLS WSO AP	0.754	0.251	32.2	0.22	1.35	0.10	1.00
California	Los Angeles	California-Los Angeles	16.53	37	2.686	MN MINNEAPOLIS WSFO AP	0.825	0.337	40.1	0.31	2.54	0.10	1.00
California	Madera	California-Madera	23.49	56.6	12.056	MN ROCHESTER WSO AP	0.833	0.335	20.5	0.33	1.02	0.20	1.00
California	Marin	California-Marin	35.59	59.5	10	MN SHERBURN 3 WSW	0.806	0.431	62.3	0.30	7.98	0.03	1.00
California	Mariposa	California-Mariposa	30.66	52.6	23.333	MN ST CLOUD WSO AP	0.821	0.334	36.8	0.31	5.92	0.02	1.00
California	Mendocino	California-Mendocino	53.3	89.4	31.154	MN THIEF LAKE REFUGE	0.749	0.337	172.1	0.26	6.39	0.02	1.00
California	Merced	California-Merced	10.42	45	3.25	MN TRACY	0.809	0.441	20.7	0.32	1.31	0.17	1.00
California	Modoc	California-Modoc	18.17	79.5	5.111	MN WINNIBIGOSHISH DAM	0.799	0.382	39.6	0.23	2.18	0.07	1.00
California	Mono	California-Mono	19.77	60.5	11.953	MN WINTON POWER PLANT	0.766	0.335	26.9	0.18	2.08	0.14	1.00
California	Monterey	California-Monterey	19.79	48	5.538	MO COLUMBIA AIRPORT	0.894	0.444	44.3	0.28	13.86	0.14	1.00
California	Napa	California-Napa	33.52	61.8	17.5	MO KANSAS CITY WSMO AP	0.893	0.436	82.0	0.29	2.21	0.13	1.00
California	Nevada	California-Nevada	51.62	77.7	31.667	MO NEVADA WATER PLANT	0.891	0.549	75.1	0.21	10.03	0.17	1.00
California	Orange	California-Orange	14.89	40.5	1	MO PATTONSBURG 2 S	0.859	0.504	36.5	0.29	13.58	0.04	1.00
California	Placer	California-Placer	44.74	71.2	15.3	MO ROLLA UNI OF MISSOUR	0.887	0.485	64.1	0.22	6.28	0.16	1.00
California	Plumas	California-Plumas	43.57	71.8	27.143	MO SPRINGFIELD REG AP	0.908	0.476	64.7	0.17	1.33	0.04	1.00
California	Riverside	California-Riverside	8.76	33.4	1.467	MO ST LOUIS WSCMO AIRPO	0.880	0.424	30.7	0.26	8.48	0.16	1.00
California	Sacramento	California-Sacramento	17.65	45	4	MO STEFFENVILLE	0.845	0.476	25.8	0.30	0.60	0.14	1.00
California	San Benito	California-San Benito	16.14	45	1	MO WAPPAPELLO DAM	0.891	0.562	31.6	0.33	11.39	0.06	1.00
California	San Bernardino	California-San Bernardino	8.49	30.7	1.96	MO WEST PLAINS	0.908	0.547	16.5	0.19	2.82	0.31	1.00
California	San Diego	California-San Diego	15.15	42.2	0.76	MS ARKABUTLA DAM	0.926	0.625	41.1	0.25	8.87	0.20	1.00
California	San Francisco	California-San Francisco	25.01	47.1	5	MS BOONEVILLE	0.914	0.597	35.0	0.15	0.09	0.01	1.00
California	San Joaquin	California-San Joaquin	15.09	45	2.25	MS CALHOUN CITY 2 NW	0.918	0.603	20.1	0.27	0.95	0.15	1.00
California	San Luis Obispo	California-San Luis Obispo	15.85	41.1	6.713	MS CLEVELAND 3 N	0.917	0.594	52.8	0.30	7.79	0.11	1.00
California	San Mateo	California-San Mateo	29.02	65.2	6.667	MS JACKSON WSFO AIRPORT	0.936	0.542	131.3	0.30	6.94	0.06	1.00
California	Santa Barbara	California-Santa Barbara	18.68	42.3	1.9	MS LEAKESVILLE	0.929	0.624	62.9	0.27	9.27	0.08	1.00
California	Santa Clara	California-Santa Clara	23.09	48.4	2.667	MS LEXINGTON 2 NNW	0.923	0.600	60.8	0.29	10.76	0.10	1.00
California	Santa Cruz	California-Santa Cruz	38.25	63.7	7.5	MS MERIDIAN WSO ARPT	0.941	0.581	240.5	0.23	0.89	0.28	0.98
California	Shasta	California-Shasta	50.2	83.5	16.769	MS RUTH 1 SE	0.922	0.592	77.1	0.19	5.74	0.12	1.00
California	Sierra	California-Sierra	51.44	77.6	27.143	MS SAUCIER EXP FOREST	0.924	0.578	54.1	0.20	4.26	0.03	1.00
California	Siskiyou	California-Siskiyou	40.25	91	28.095	MT BILLINGS WSO	0.679	0.224	50.8	0.22	1.63	0.12	0.99
California	Solano	California-Solano	21.46	46.3	3	MT CLARK CANYON DAM	0.586	0.228	37.2	0.30	3.44	0.14	0.98
California	Sonoma	California-Sonoma	42.25	70.1	23.889	MT CUT BANK FCWOS	0.659	0.270	116.9	0.27	1.56	0.04	1.00
California	Stanislaus	California-Stanislaus	13.17	45	3.8	MT GLASGOW WSO AIRPORT	0.628	0.139	22.0	0.31	4.55	0.10	1.00
California	Sutter	California-Sutter	18.83	45	2.667	MT GREAT FALLS WSCMO AI	0.677	0.213	25.4	0.28	0.29	0.25	1.00
California	Tehama	California-Tehama	37.64	66.1	17.333	MT HELENA WSO	0.596	0.170	48.9	0.24	3.02	0.03	1.00
California	Trinity	California-Trinity	54.39	90.9	28	MT HILGER	0.632	0.269	113.3	0.19	18.35	0.24	1.00
California	Tulare	California-Tulare	20	48.5	5.7	MT ISMAY	0.671	0.259	27.8	0.33	3.67	0.15	1.00
California	Tuolumne	California-Tuolumne	42.12	69.7	23.333	MT KALISPELL WSO AIRPOR	0.601	0.198	48.9	0.28	5.31	0.06	1.00
California	Ventura	California-Ventura	17.52	37.8	1.814	MT MISSOULA WSO AP	0.547	0.154	74.5	0.32	11.14	0.07	0.99
California	Yolo	California-Yolo	20.41	47.1	6.333	NC ASHEVILLE REGIONL AP	0.900	0.468	30.7	0.32	2.16	0.28	1.00
California	Yuba	California-Yuba	38.87	57.4	16.444	NC CAPE HATTERAS NWS	0.925	0.509	52.3	0.29	2.06	0.10	1.00
Colorado	Adams	Colorado-Adams	16	67.2	0.45	NC CHARLOTTE DOUGLAS AP	0.895	0.476	50.2	0.26	0.39	0.30	1.00
Colorado	Alamosa	Colorado-Alamosa	9.59	48	2.667	NC ELIZABETH CITY	0.864	0.514	15.0	0.17	0.26	0.14	1.00
Colorado	Arapahoe	Colorado-Arapahoe	16	66.8	0.45	NC GRNSBR,HGH PT,W-S AP	0.898	0.484	50.0	0.29	0.63	0.19	0.99
Colorado	Archuleta	Colorado-Archuleta	24.82	92.6	18.333	NC HELTON	0.837	0.486	40.0	0.28	1.81	0.15	1.00
Colorado	Baca	Colorado-Baca	16	45.3	0.1	NC LAURINBURG	0.899	0.550	100.0	0.28	0.27	0.18	0.99
Colorado	Bent	Colorado-Bent	15.4	45	0.133	NC MOREHEAD CITY 2 WNW	0.893	0.554	90.0	0.29	0.41	0.06	0.99
Colorado	Boulder	Colorado-Boulder	20.52	91.3	12.833	NC RALEIGH DURHAM AP	0.903	0.501	70.0	0.18	2.28	0.09	1.00
Colorado	Chaffee	Colorado-Chaffee	18.61	78.8	12.75	NC WILMINGTON NEW HANVR	0.926	0.513	30.0	0.15	0.87	0.11	1.00
Colorado	Cheyenne	Colorado-Cheyenne	16	45	0.1	ND ASHLEY	0.744	0.339	100.0	0.27	0.47	0.18	0.99
Colorado	Clear Creek	Colorado-Clear Creek	23.69	119.7	15	ND BALDHILL DAM	0.735	0.315	40.0	0.13	5.94	0.62	1.00
Colorado	Conejos	Colorado-Conejos	20.21	71.5	13.556	ND BISMARCK WSFO AP	0.728	0.218	15.0	0.18	0.63	0.14	1.00
Colorado	Costilla	Colorado-Costilla	15.77	61.7	5	ND BOWMAN	0.656	0.286	15.3	0.18	2.10	0.15	1.00
Colorado	Crowley	Colorado-Crowley	8.5	45	0.2	ND FARGO WSO AP	0.784	0.269	70.0	0.24	0.37	0.17	1.00
Colorado	Custer	Colorado-Custer	20.9	74.2	4.5	ND MINOT EXPERIMENT STN	0.693	0.306	30.0	0.19	2.60	0.09	1.00
Colorado	Delta	Colorado-Delta	18.78	76.6	10.4	ND RICHARDTON ABBEY	0.726	0.300	30.0	0.26	2.22	0.17	1.00
Colorado	Denver	Colorado-Denver	16	70.6	0.46	ND ROLETTE	0.717	0.332					
Colorado	Dolores	Colorado-Dolores	23.63	85	5.583	ND TROTTERS 3 SSE	0.680	0.272	30.0	0.30	1.68	0.10	1.00
Colorado	Douglas	Colorado-Douglas	17.35	71.5	0.75	ND WILLISTON WSO	0.689	0.201	70.0	0.21	1.26	0.08	1.00
Colorado	Eagle	Colorado-Eagle	21.04	104.7	15	NE AMELIA 2 W	0.827	0.424	30.0	0.22	4.22	0.15	1.00
Colorado	El Paso	Colorado-El Paso	16.68	65.7	0.75	NE EDISON	0.780	0.406	70.0	0.24	1.02	0.14	1.00
Colorado	Elbert	Colorado-Elbert	16	64.7	0.267	NE GRAND ISLAND WSO AP	0.853	0.364	80.0	0.18	0.50	0.13	1.00
Colorado	Fremont	Colorado-Fremont	15.72	67.1	4.5	NE HEBRON	0.830	0.452	50.0	0.19	1.43	0.16	1.00
Colorado	Garfield	Colorado-Garfield	24.01	94	12.231	NE MALMO 3 E	0.860	0.471	30.0	0.24	9.61	0.14	1.00
Colorado	Gilpin	Colorado-Gilpin	23.77	111.1	12.5	NE NORFOLK AIRPORT	0.853	0.374	40.0	0.11	6.75	0.59	1.00
Colorado	Grand	Colorado-Grand	23.66	118.2	20.385	NE NORTH PLATTE WSO ARP	0.804	0.302	30.0	0.26	1.20	0.06	1.00
Colorado	Gunnison	Colorado-Gunnison	22.62	95.9	13.889	NE OSHKOSH 10 NE	0.719	0.336	30.0	0.23	3.51	0.10	1.00
Colorado	Hinsdale	Colorado-Hinsdale	30.11	100.6	12.5	NE SCOTTSBLUFF AP	0.736	0.266	40.0	0.21	0.83	0.09	1.00
Colorado	Huerfano	Colorado-Huerfano	17.45	65.6	4.5	NE VALENTINE WSO AP	0.810	0.318	80.0	0.25	1.50	0.10	1.00
Colorado	Jackson	Colorado-Jackson	25.83	110.2	20.385	NH BRISTOL	0.843	0.492	30.0	0.20	0.98	0.06	1.00
Colorado	Jefferson	Colorado-Jefferson	18.08	78.4	2	NH CONCORD MUNI AP	0.858	0.410	69.8	0.16	2.51	0.27	1.00
Colorado	Kiowa	Colorado-Kiowa	15.76	45	0.15	NH DURHAM	0.851	0.505	100.0	0.30	0.28	0.19	0.96
Colorado	Kit Carson	Colorado-Kit Carson	16	45.1	0.133	NH ERROL	0.813	0.444	100.0	0.28	0.48	0.22	1.00
Colorado	La Plata	Colorado-La Plata	22.89	87.1	7.625	NH LINCOLN	0.854	0.474	30.0	0.16	3.99	0.18	1.00
Colorado	Lake	Colorado-Lake	24.41	112.5	15.833	NH MOUNT WASHINGTON	0.923	0.573	30.0	0.28	1.68	0.14	1.00
Colorado	Larimer	Colorado-Larimer	20.81	88.3	6.122	NH NEW DURHAM 3 NNW	0.853	0.510	49.3	0.24	2.26	0.10	1.00
Colorado	Las Animas	Colorado-Las Animas	16.48	58.5	1.578	NH NORTH STRATFORD	0.786	0.399	96.5	0.28	1.77	0.12	1.00
Colorado	Lincoln	Colorado-Lincoln	15.65	51	0.15	NH PITTSBURG RESERVOIR	0.737	0.375	75.0	0.26	0.37	0.15	0.99
Colorado	Logan	Colorado-Logan	16	65.4	0.325	NH SURRY MOUNTAIN LAKE	0.849	0.472	90.0	0.25	0.53	0.19	0.99
Colorado	Mesa	Colorado-Mesa	18.03	71	6.3	NJ ATLANTIC CITY INT AP	0.888	0.465	30.1	0.29	1.97	0.15	1.00
Colorado	Mineral	Colorado-Mineral	30.35	90.6	17.5	NJ CAPE MAY 2 NW	0.861	0.521	40.0	0.19	6.51	0.11	1.00
Colorado	Moffat	Colorado-Moffat	15.48	74.1	2.35	NJ CLINTON 2 N	0.861	0.501	35.0	0.23	2.34	0.07	1.00
Colorado	Montezuma	Colorado-Montezuma	16.58	68.7	3.6	NJ GLASSBORO 2 W	0.902	0.529	29.3	0.26	3.50	0.17	1.00
Colorado	Montrose	Colorado-Montrose	17.17	75.7	5.25	NJ NEW BRUNSWICK 3 SE	0.900	0.498	30.0	0.25	3.93	0.14	1.00
Colorado	Morgan	Colorado-Morgan	16	47.1	0.1	NJ NEWARK INTL ARPT	0.900	0.467	60.0	0.19	0.50	0.20	0.99
Colorado	Otero	Colorado-Otero	11.46	45	0.2	NJ SPRINGFIELD	0.910	0.520	80.0	0.29	0.48	0.18	1.00
Colorado	Ouray	Colorado-Ouray	23.16	105.8	12.5	NJ WANAQUE RAYMOND DAM	0.900	0.516	30.0	0.24	4.23	0.10	1.00
Colorado	Park	Colorado-Park	17.35	86.1	6.6	NJ WATCHUNG	0.907	0.523	30.0	0.17	2.69	0.15	1.00
Colorado	Phillips	Colorado-Phillips	16	64	0.5	NJ WINDSOR	0.868	0.515	100.0	0.25	0.33	0.28	0.99
Colorado	Pitkin	Colorado-Pitkin	29.1	111.9	18	NM ALBUQUERQUE WSFO AIR	0.660	0.221	30.0	0.23	7.32	0.08	0.99
Colorado	Prowers	Colorado-Prowers	16	45	0.1	NM ANIMAS	0.716	0.341	100.0	0.31	0.37	0.20	0.95
Colorado	Pueblo	Colorado-Pueblo	13.34	51.2	0.75	NM AUGUSTINE 2 E	0.672	0.312	70.0	0.27	0.94	0.19	1.00
Colorado	Rio Blanco	Colorado-Rio Blanco	18.54	82.3	12.056	NM CARLSBAD	0.791	0.394	36.4	0.25	5.82	0.09	1.00
Colorado	Rio Grande	Colorado-Rio Grande	18.07	69.4	11.143	NM CARRIZOZO 1 SW	0.703	0.326	15.0	0.19	0.46	0.22	1.00
Colorado	Routt	Colorado-Routt	28.04	114.1	19	NM CUBA	0.631	0.287	43.0	0.24	6.44	0.08	0.99
Colorado	Saguache	Colorado-Saguache	15.53	66.4	4.6	NM DURAN	0.733	0.341	15.1	0.19	1.96	0.16	1.00
Colorado	San Juan	Colorado-San Juan	36.6	126.9	17.5	NM JORNADA EXP RANGE	0.675	0.310	40.0	0.13	5.26	0.24	1.00
Colorado	San Miguel	Colorado-San Miguel	21.46	85.6	8.833	NM OCATE 2 NW	0.744	0.350	30.0	0.26	5.13	0.10	0.99
Colorado	Sedgwick	Colorado-Sedgwick	16	58.2	0.5	NM TUCUMCARI 4 NE	0.763	0.388	100.2	0.25	0.64	0.20	1.00
Colorado	Summit	Colorado-Summit	24.58	125.3	17	NV BEATTY 8 N	0.715	0.330	30.0	0.23	4.24	0.12	1.00
Colorado	Teller	Colorado-Teller	20.68	82	1	NV CONTACT	0.468	0.191	30.0	0.14	3.56	0.13	1.00
Colorado	Washington	Colorado-Washington	16	60.3	0.15	NV ELKO FCWOS	0.503	0.179	90.0	0.24	0.26	0.19	0.99
Colorado	Weld	Colorado-Weld	16	57.8	0.46	NV ELY ASOS	0.608	0.195	55.4	0.21	0.77	0.15	1.00
Colorado	Yuma	Colorado-Yuma	16	47.3	0.2	NV LAS VEGAS AP	0.717	0.236	100.0	0.21	0.53	0.22	0.99
Connecticut	Fairfield	Connecticut-Fairfield	48.72	110	23.25	NV LEONARD CREEK RANCH	0.560	0.243	150.0	0.22	0.78	0.07	1.00
Connecticut	Hartford	Connecticut-Hartford	46.34	110.9	25.667	NV PAHRANAGAT W L REFUG	0.618	0.274	150.0	0.26	0.67	0.18	0.99
Connecticut	Litchfield	Connecticut-Litchfield	49.4	118.8	25	NV RENO AIRPORT	0.651	0.214	150.0	0.22	0.79	0.08	1.00
Connecticut	Middlesex	Connecticut-Middlesex	48.85	112.4	27	NV SMOKEY VALLEY	0.564	0.244	150.0	0.22	0.79	0.06	0.98
Connecticut	New Haven	Connecticut-New Haven	49	109	26.25	NV WINNEMUCCA AIRPORT	0.538	0.161	150.0	0.23	0.41	0.12	0.97
Connecticut	New London	Connecticut-New London	48.02	112.5	27.333	NY ALBANY COUNTY AP	0.853	0.399	150.0	0.22	0.51	0.14	0.98
Connecticut	Tolland	Connecticut-Tolland	45.15	113.3	24.5	NY BINGHAMTON LINK FLD	0.825	0.351	150.0	0.22	0.39	0.08	0.99
Connecticut	Windham	Connecticut-Windham	45.09	112.5	25.5	NY BUFFALO GR BUFFLO AP	0.804	0.342	150.0	0.21	0.69	0.06	0.99
Delaware	Kent	Delaware-Kent	45	103.6	19	NY CANTON 4 SE	0.769	0.374	210.0	0.27	0.16	0.24	1.00
Delaware	New Castle	Delaware-New Castle	45	97.8	18.667	NY NEW YORK CNTRL PARK	0.912	0.497	190.0	0.38	0.39	0.16	1.00
Delaware	Sussex	Delaware-Sussex	45	97.8	19.2	NY OLD FORGE	0.815	0.451	225.0	0.20	0.11	0.20	1.00
District of Columbia	Washington	District of Columbia-Washington	45	99	16	NY ROCHESTER INTL AP	0.765	0.292					
Florida	Alachua	Florida-Alachua	60	106.5	10	NY SYRACUSE HANCOCK AP	0.806	0.338	350.0	0.11	0.20	0.05	1.00
Florida	Baker	Florida-Baker	60	98.1	13.25	NY WELLSVILLE	0.761	0.407	349.0	0.11	0.11	0.05	1.00
Florida	Bay	Florida-Bay	60	99.5	40	NY WHITEHALL	0.809	0.462	550.0	0.10	0.10	0.14	1.00
Florida	Bradford	Florida-Bradford	60	97.8	11	OH AKRON CANTON WSO AP	0.817	0.351	350.0	0.10	0.13	0.01	1.00
Florida	Brevard	Florida-Brevard	55.86	99.9	17.5	OH CLEVELAND WSFO AP	0.820	0.360	400.0	0.10	0.08	0.02	1.00
Florida	Broward	Florida-Broward	59.57	116.7	10	OH COLUMBUS WSO AIRPORT	0.845	0.391	450.0	0.10	0.05	0.04	1.00
Florida	Calhoun	Florida-Calhoun	60	101.2	26.6	OH DAYTON WSO AIRPORT	0.854	0.400	525.0	0.16	0.21	0.16	1.00
Florida	Charlotte	Florida-Charlotte	48.64	97.8	13.333	OH MANSFIELD WSO AP	0.862	0.406	400.0	0.10	0.09	0.01	1.00
Florida	Citrus	Florida-Citrus	59.99	100.1	8	OH PANDORA	0.801	0.449	350.0	0.10	0.24	0.02	1.00
Florida	Clay	Florida-Clay	60	102.9	11.8	OH PORTSMOUTH SCIOTOVIL	0.832	0.467	350.0	0.10	0.13	0.03	1.00
Florida	Collier	Florida-Collier	54.16	106.4	10	OH TOLEDO EXPRESS WSO A	0.827	0.361	434.6	0.11	0.09	0.03	1.00
Florida	Columbia	Florida-Columbia	60	103	12	OH TOM JENKINS DAM-BURR	0.827	0.405	349.3	0.10	0.26	0.10	1.00
Florida	Dade	Florida-Dade	59.86	116.7	5	OH YOUNGSTOWN WSO AP	0.820	0.355	423.4	0.20	0.06	0.23	1.00
Florida	De Soto	Florida-De Soto	51.84	97.7	12	OK CARTER TOWER	0.904	0.571	350.0	0.10	0.09	0.02	1.00
Florida	Dixie	Florida-Dixie	60	96.7	12	OK FORT SUPPLY DAM	0.859	0.462	399.9	0.10	0.20	0.01	1.00
Florida	Duval	Florida-Duval	58.95	97.8	13.667	OK GOODWELL RESEARCH ST	0.786	0.384	400.0	0.11	0.12	0.03	1.00
Florida	Escambia	Florida-Escambia	60	98	29	OK GREAT SALT PLAINS DA	0.886	0.503	550.0	0.15	0.31	0.14	0.91
Florida	Flagler	Florida-Flagler	56.66	108.6	12	OK LEHIGH	0.921	0.623	400.0	0.12	0.10	0.08	1.00
Florida	Franklin	Florida-Franklin	60	98.7	25.286	OK MAYFIELD	0.830	0.442	500.0	0.11	0.06	0.12	1.00
Florida	Gadsden	Florida-Gadsden	60	104.4	19.6	OK OKLAHOMA CITY AIRPOR	0.909	0.457	450.0	0.14	0.29	0.16	0.98
Florida	Gilchrist	Florida-Gilchrist	60	97.8	12	OK TULSA INTL AIRPORT	0.921	0.495	350.0	0.10	0.22	0.09	1.00
Florida	Glades	Florida-Glades	45.65	97.8	10.667	OK WEBBERS FALLS DAM	0.904	0.573	350.0	0.10	0.06	0.04	1.00
Florida	Gulf	Florida-Gulf	60	107.3	18	OK WICHITA MTN WL REF	0.891	0.518	500.0	0.14	0.11	0.13	0.97
Florida	Hamilton	Florida-Hamilton	60	97.8	11	OR ALLEGANY	0.918	0.624	350.0	0.10	0.31	0.19	1.00
Florida	Hardee	Florida-Hardee	48.71	97.1	12	OR ASTORIA WSO AIRPORT	0.888	0.489	400.0	0.10	0.12	0.04	1.00
Florida	Hendry	Florida-Hendry	46.97	97.9	10	OR BEULAH	0.602	0.244	350.0	0.10	0.06	0.04	1.00
Florida	Hernando	Florida-Hernando	60	97.8	10	OR EUGENE WSO AIRPORT	0.892	0.499	400.0	0.12	0.60	0.06	1.00
Florida	Highlands	Florida-Highlands	45.23	96.8	10	OR LA GRANDE	0.570	0.245	350.0	0.10	0.11	0.02	1.00
Florida	Hillsborough	Florida-Hillsborough	54.49	97.6	13	OR MEDFORD WSO AP	0.728	0.277	400.0	0.11	0.10	0.07	1.00
Florida	Holmes	Florida-Holmes	60	101.3	25	OR OCHOCO DAM	0.545	0.229	499.5	0.14	0.32	0.09	0.94
Florida	Indian River	Florida-Indian River	59.22	118.7	17.5	OR PENDLETON WSO AIRPOR	0.591	0.199	399.3	0.10	0.07	0.04	1.00
Florida	Jackson	Florida-Jackson	60	98.1	25	OR PORTLAND INTL AIRPOR	0.805	0.390	450.0	0.13	0.33	0.14	1.00
Florida	Jefferson	Florida-Jefferson	60	103.8	13.4	OR SALEM WSO AIRPORT	0.832	0.428	400.0	0.11	0.38	0.17	0.95
Florida	Lafayette	Florida-Lafayette	60	97.8	11.5	PA ALLENTOWN A-B-E INTL	0.894	0.456	350.0	0.10	0.16	0.08	1.00
Florida	Lake	Florida-Lake	51.38	102	7	PA ALVIN R BUSH DAM	0.816	0.472	349.8	0.10	0.35	0.04	1.00
Florida	Lee	Florida-Lee	58.1	97.8	11	PA ERIE INTL ARPT	0.820	0.366	400.0	0.10	0.13	0.11	1.00
Florida	Leon	Florida-Leon	60	108.5	18.25	PA JOHNSTOWN 2	0.840	0.478	425.0	0.15	0.28	0.05	1.00
Florida	Levy	Florida-Levy	59.29	99.3	9	PA KANE 1 NNE	0.810	0.450	350.0	0.11	0.33	0.07	1.00
Florida	Liberty	Florida-Liberty	60	106.9	25.833	PA PHILADELPHIA INTL AP	0.894	0.451	500.0	0.14	0.32	0.05	1.00
Florida	Madison	Florida-Madison	60	97.8	11.333	PA PITTSBURGH GR P'BURG	0.819	0.360	374.5	0.11	0.37	0.11	0.99
Florida	Manatee	Florida-Manatee	60	95	15.25	PA PUTNEYVILLE 2 SE DAM	0.851	0.495	400.0	0.10	0.10	0.06	1.00
Florida	Marion	Florida-Marion	58.4	112	7	PA WILKES-BARRE SCRANTN	0.850	0.384	350.0	0.12	0.28	0.05	1.00
Florida	Martin	Florida-Martin	54.14	112.9	15.25	PA YORK 1 S FILTER PLAN	0.868	0.512	400.0	0.10	0.08	0.02	1.00
Florida	Monroe	Florida-Monroe	56.72	112.1	5	PR COROZAL SUBSTATION	0.862	0.481	446.1	0.17			
Florida	Nassau	Florida-Nassau	60	97.8	14.25	PR PONCE 4 E	0.838	0.415	400.0	0.13	0.14	0.01	1.00
Florida	Okaloosa	Florida-Okaloosa	60	97.7	28.833	PR SAN JUAN ISLA VERDE	0.818	0.322	548.0	0.12	0.30	0.11	0.96
Florida	Okeechobee	Florida-Okeechobee	45.08	98.2	12.75	PR SAN SEBASTIAN 2 WNW	0.926	0.607	349.8	0.10	0.06	0.01	1.00
Florida	Orange	Florida-Orange	52.31	95.4	10.833	PR YABUCOA 1 NNE	0.837	0.441	350.0	0.10	0.10	0.03	1.00
Florida	Osceola	Florida-Osceola	52.65	97.8	11.8	RI BLOCK IS STATE AP	0.884	0.460	350.0	0.10	0.08	0.01	1.00
Florida	Palm Beach	Florida-Palm Beach	56.6	109.5	12.75	RI NEWPORT ROSE	0.876	0.543	450.0	0.10	0.08	0.23	1.00
Florida	Pasco	Florida-Pasco	59.83	99.3	9	RI PROVIDENCE GREEN ST	0.898	0.454	400.0	0.10	0.19	0.03	1.00
Florida	Pinellas	Florida-Pinellas	52.77	97.8	12.667	SC BISHOPVILLE 8 NNW	0.887	0.565	400.0	0.10	0.12	0.03	1.00
Florida	Polk	Florida-Polk	46.97	98.8	10	SC CHARLESTON INTL ARPT	0.921	0.517	350.0	0.11	0.26	0.10	1.00
Florida	Putnam	Florida-Putnam	60	112.5	11	SC CLARK HILL 1 W	0.894	0.541	349.9	0.10	0.17	0.13	1.00
Florida	Santa Rosa	Florida-Santa Rosa	60	99.6	29.667	SC COLUMBIA METRO AP	0.920	0.513	400.0	0.11	0.06	0.25	1.00
Florida	Sarasota	Florida-Sarasota	57.98	97.8	15	SC GEORGETOWN 2 E	0.900	0.557	400.0	0.10	0.08	0.02	1.00
Florida	Seminole	Florida-Seminole	50.24	94.8	10.833	SC GREER GREENV'L-SPART	0.916	0.507	549.7	0.14	0.31	0.16	0.91
Florida	St. Johns	Florida-St. Johns	55.36	105.6	12	SC JOCASSEE 8 WNW	0.940	0.644	400.0	0.10	0.10	0.02	1.00
Florida	St. Lucie	Florida-St. Lucie	56.7	119.3	17.5	SC LAURENS	0.884	0.553	350.0	0.10	0.11	0.04	1.00
Florida	Sumter	Florida-Sumter	57.57	97.8	8	SC MULLINS 4 W	0.892	0.568	350.0	0.10	0.16	0.02	1.00
Florida	Suwannee	Florida-Suwannee	60	97.8	11	SC SANTEE COOP SPLWY	0.913	0.560	350.0	0.10	0.20	0.11	1.00
Florida	Taylor	Florida-Taylor	60	99.9	13.667	SD BUFFALO	0.690	0.273	400.0	0.10	0.08	0.09	1.00
Florida	Union	Florida-Union	60	98	14	SD EDGEMONT	0.678	0.317	350.0	0.10	0.15	0.05	1.00
Florida	Volusia	Florida-Volusia	56.68	103.2	11.8	SD HURON AP	0.814	0.318	400.0	0.10	0.11	0.08	1.00
Florida	Wakulla	Florida-Wakulla	60	102.8	20	SD ISABEL	0.735	0.319	449.7	0.10	0.23	0.06	1.00
Florida	Walton	Florida-Walton	60	106.7	28.833	SD LA CREEK NATL WILDLI	0.751	0.333	550.0	0.14	0.37	0.04	0.97
Florida	Washington	Florida-Washington	60	99.5	26.6	SD OAHE DAM	0.731	0.334	525.0	0.13	0.33	0.06	1.00
Georgia	Appling	Georgia-Appling	45	97.2	11.5	SD PICKSTOWN	0.796	0.411	350.0	0.12	0.26	0.26	0.99
Georgia	Atkinson	Georgia-Atkinson	53.92	97.8	12	SD RAPID CITY WSO AP	0.721	0.229	325.0	0.12	0.25	0.28	0.98
Georgia	Bacon	Georgia-Bacon	45	97.8	11	SD SIOUX FALLS WSFO	0.827	0.313	350.0	0.12	0.23	0.26	1.00
Georgia	Baker	Georgia-Baker	60	97.7	15.5	SD WAUBAY NATL WILDLIFE	0.754	0.372	354.3	0.14	0.29	0.24	1.00
Georgia	Baldwin	Georgia-Baldwin	45	97.8	14	TN BRISTOL WSO AIRPORT	0.860	0.454	275.0	0.22	0.55	0.09	1.00
Georgia	Banks	Georgia-Banks	60	100.3	23.5	TN BROWNSVILLE SEWAGE P	0.894	0.565	300.0	0.25	1.43	0.03	1.00
Georgia	Barrow	Georgia-Barrow	60	97.8	22.75	TN CHATTANOOGA WSO AP	0.919	0.529	275.7	0.26	1.02	0.03	1.00
Georgia	Bartow	Georgia-Bartow	60	95.7	21	TN KNOXVILLE WSO AIRPOR	0.898	0.505	300.0	0.30	0.49	0.21	0.98
Georgia	Ben Hill	Georgia-Ben Hill	45	97.8	11	TN LEWISBURG EXP STN	0.893	0.554	325.6	0.13	0.44	0.22	0.97
Georgia	Berrien	Georgia-Berrien	49.66	97.8	11	TN MEMPHIS WSCMO AP	0.930	0.544	350.0	0.13	0.27	0.27	0.99
Georgia	Bibb	Georgia-Bibb	45	97.8	14.5	TN MONTEREY	0.883	0.552	300.0	0.25	0.59	0.09	0.99
Georgia	Bleckley	Georgia-Bleckley	45	89.5	12	TN NASHVILLE NWSCMO AP	0.909	0.496	300.0	0.17	0.38	0.24	0.88
