 Watershed,N Load (no BMP),P Load (no BMP),                BOD Load (no BMP),Sediment Load (no BMP),N Reduction,             P Reduction,BOD Reduction,Sediment Reduction,N Load (with BMP),   P Load (with BMP),BOD (with BMP),Sediment Load (with BMP),	       %N Reduction,%P Reduction,%BOD Reduction,%Sed Reduction
 1 890.8002 152.01549 1199.3445 74.865104 188.26257 45.79777 112.80084 16.0545 702.5376 106.21771 1086.5437 58.810604 21.134096 30.127043 9.405208 21.44457
 Total 890.8002 152.01549 1199.3445 74.865104 188.26257 45.79777 112.80084 16.0545 702.5376 106.21771 1086.5437 58.810604 21.134096 30.127043 9.405208 21.44457
