 Watershed,N Load (no BMP),P Load (no BMP),           BOD Load (no BMP),Sediment Load (no BMP),N Reduction,             P Reduction,BOD Reduction,Sediment Reduction,N Load (with BMP),   P Load (with BMP),BOD (with BMP),Sediment Load (with BMP),	       %N Reduction,%P Reduction,%BOD Reduction,%Sed Reduction
 1 78.14304 9.858149 39.23234 5.837633 12.54537 4.737523 24.28455 3.794461 65.59768 5.120625 14.94779 2.043172 16.05436 48.05692 61.89932 65.00000
 Total 78.14304 9.858149 39.23234 5.837633 12.54537 4.737523 24.28455 3.794461 65.59768 5.120625 14.94779 2.043172 16.05436 48.05692 61.89932 65.00000
