 Watershed,N Load (no BMP),P Load (no BMP),           BOD Load (no BMP),Sediment Load (no BMP),N Reduction,             P Reduction,BOD Reduction,Sediment Reduction,N Load (with BMP),   P Load (with BMP),BOD (with BMP),Sediment Load (with BMP),	       %N Reduction,%P Reduction,%BOD Reduction,%Sed Reduction
 1 804.7021 75.41660 716.7762 16.60146 128.3235 26.12104 40.38575 3.794152 676.3786 49.29556 676.3905 12.80731 15.94671 34.63566 5.634360 22.85432
 Total 804.7021 75.41660 716.7762 16.60146 128.3235 26.12104 40.38575 3.794152 676.3786 49.29556 676.3905 12.80731 15.94671 34.63566 5.634360 22.85432
