 Watershed,N Load (no BMP),P Load (no BMP),           BOD Load (no BMP),Sediment Load (no BMP),N Reduction,             P Reduction,BOD Reduction,Sediment Reduction,N Load (with BMP),   P Load (with BMP),BOD (with BMP),Sediment Load (with BMP),	       %N Reduction,%P Reduction,%BOD Reduction,%Sed Reduction
 1 990.6449 147.4695 1088.662 74.70860 166.3301 41.17051 112.8072 16.05454 824.3148 106.2989 975.8549 58.65406 16.79008 27.91799 10.36200 21.48955
 Total 990.6449 147.4695 1088.662 74.70860 166.3301 41.17051 112.8072 16.05454 824.3148 106.2989 975.8549 58.65406 16.79008 27.91799 10.36200 21.48955
