Typical Animal Mass,lb  BOD,lb/day/1000lb animal        BOD per Animal,lb/day   BOD per Animal,lb/yr 
1000.00	1.60	1.28	467.10	
1400.00	1.60	2.24	818.00	
200.00	3.10	0.42	153.00	
100.00	1.20	0.07	26.00	
1000.00	1.70	1.70	621.00	
4.00	3.30	0.01	5.00	
10.00	2.10	0.03	11.00	
4.00	0.00	0.00	0.00	
6.00	0.00	0.00	0.00	
40.00	0.00	0.00	0.00	
15.00	0.00	0.00	0.00	
7.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	
